"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"initiative#unknown";"0";"1";"14";"initiative";"N";"initiative#14"
"light#unknown";"0";"1";"35";"light";"N";"light#35"
"measures#unknown";"0";"1";"156";"measure";"N";"measures#156"
"greeted#unknown";"0";"1";"17";"greet";"V";"greeted#17"
"products#unknown";"0";"1";"54";"product";"N";"products#54"
"majority#unknown";"0";"1";"104";"majority";"N";"majority#104"
"growth#unknown";"0";"1";"234";"growth";"N";"growth#234"
"disgraceful#unknown";"0";"1";"6";"disgraceful";"G";"disgraceful#6"
"germans#unknown";"0";"1";"73";"germans";"N";"germans#73"
"winning#unknown";"0";"1";"42";"win";"V";"winning#42"
"disagreed#unknown";"0";"1";"3";"disagreed";"N";"disagreed#3"
"choice#unknown";"0";"1";"41";"choice";"N";"choice#41"
"priority#unknown";"0";"1";"25";"priority";"N";"priority#25"
"greece#unknown";"0";"1";"561";"Greece";"R";"greece#561"
"arrangement#unknown";"0";"1";"5";"arrangement";"N";"arrangement#5"
"progress#unknown";"0";"1";"62";"progress";"N";"progress#62"
"ukraine#unknown";"0";"1";"63";"Ukraine";"R";"ukraine#63"
"moments#unknown";"0";"1";"8";"moment";"N";"moments#8"
"ties#unknown";"0";"1";"65";"tie";"N";"ties#65"
"ready#unknown";"0";"1";"67";"ready";"G";"ready#67"
"sanctions#unknown";"0";"1";"91";"sanction";"N";"sanctions#91"
"editorials#unknown";"0";"1";"2";"editorial";"N";"editorials#2"
"aid#unknown";"0";"1";"131";"aid";"N";"aid#131"
"importance#unknown";"0";"1";"29";"importance";"N";"importance#29"
"hunger#unknown";"0";"1";"13";"hunger";"N";"hunger#13"
"start#unknown";"0";"1";"93";"start";"N";"start#93"
"organization#unknown";"0";"1";"19";"organization";"N";"organization#19"
"important#unknown";"0";"1";"123";"important";"G";"important#123"
"immigrants#unknown";"0";"1";"16";"immigrant";"N";"immigrants#16"
"syria#unknown";"0";"1";"324";"Syria";"R";"syria#324"
"more cuts#unknown";"1";"3";"3";"more cut";"G N";"more#829 cuts#141"
"organised crime#unknown";"1";"1";"1";"organise crime";"V N";"organised#9 crime#21"
"blood spilt#unknown";"1";"1";"1";"blood spilt";"N N";"blood#14 spilt#2"
"weapons deliveries#unknown";"1";"1";"1";"weapon deliveries";"N V";"weapons#181 deliveries#2"
"small firms#unknown";"1";"1";"1";"small firm";"G N";"small#63 firms#28"
"to rewrite#unknown";"1";"1";"1";"to rewrite";"P V";"to#10910 rewrite#4"
"uk voice#unknown";"1";"1";"1";"UK voice";"N N";"uk#447 voice#20"
"merkels suggestion#unknown";"1";"1";"1";"merkels suggestion";"N N";"merkels#4 suggestion#14"
"growth pledge#unknown";"1";"1";"1";"growth pledge";"N N";"growth#234 pledge#47"
"such activity#unknown";"1";"1";"1";"such activity";"G N";"such#243 activity#16"
"legal right#unknown";"1";"1";"1";"legal right";"G N";"legal#80 right#192"
"obama victory#unknown";"1";"1";"1";"Obama victory";"R N";"obama#459 victory#99"
"joint ventures#unknown";"1";"1";"1";"joint venture";"G N";"joint#70 ventures#1"
"coalition negotiations#unknown";"1";"1";"1";"coalition negotiation";"N N";"coalition#236 negotiations#120"
"cost overruns#unknown";"1";"1";"1";"cost overruns";"N N";"cost#59 overruns#2"
"this proposal#unknown";"1";"1";"1";"this proposal";"D N";"this#1212 proposal#43"
"coming generations#unknown";"1";"1";"1";"come generation";"V N";"coming#71 generations#5"
"anti-protest laws#unknown";"1";"1";"1";"anti-protest law";"G N";"anti-protest#2 laws#47"
"our credibility#unknown";"1";"1";"1";"our credibility";"Q N";"our#505 credibility#19"
"a carpet#unknown";"1";"1";"1";"a carpet";"D N";"a#7846 carpet#14"
"this stance#unknown";"1";"1";"1";"this stance";"D N";"this#1212 stance#41"
"both things#unknown";"1";"1";"1";"both thing";"D N";"both#183 things#78"
"the finger-pointing#unknown";"1";"1";"1";"the finger-pointing";"D N";"the#22058 finger-pointing#2"
"to arabs#unknown";"1";"1";"1";"to Arabs";"P R";"to#10910 arabs#2"
"that direction#unknown";"1";"1";"1";"that direction";"D N";"that#4149 direction#30"
"continue cooperating#unknown";"1";"1";"1";"continue cooperate";"V V";"continue#117 cooperating#2"
"most immigrants#unknown";"1";"1";"1";"most immigrant";"G N";"most#263 immigrants#16"
"recreation facility#unknown";"1";"1";"1";"recreation facility";"N N";"recreation#2 facility#24"
"power supplies#unknown";"1";"1";"1";"power supply";"V N";"power#149 supplies#25"
"his retirement#unknown";"1";"1";"1";"his retirement";"Q N";"his#1222 retirement#11"
"being blamed#unknown";"1";"1";"1";"be blame";"V V";"being#245 blamed#20"
"greek write-down#unknown";"1";"1";"1";"greek write-down";"G N";"greek#231 write-down#6"
"his announcement#unknown";"1";"1";"1";"his announcement";"Q N";"his#1222 announcement#30"
"of access#unknown";"1";"1";"1";"of access";"P N";"of#8878 access#47"
"china-germany cooperation#unknown";"1";"1";"1";"China-Germany cooperation";"R N";"china-germany#5 cooperation#60"
"the memories#unknown";"1";"1";"1";"the memory";"D N";"the#22058 memories#8"
"cameron speech#unknown";"1";"1";"1";"Cameron speech";"R N";"cameron#975 speech#147"
"batted back#unknown";"1";"1";"1";"bat back";"V A";"batted#1 back#268"
"bargaining power#unknown";"1";"1";"1";"bargaining power";"N N";"bargaining#5 power#149"
"full implementation#unknown";"1";"1";"1";"full implementation";"G N";"full#77 implementation#10"
"muddle-headed thinking#unknown";"1";"1";"1";"muddle-headed thinking";"G N";"muddle-headed#1 thinking#13"
"apply sanctions#unknown";"1";"1";"1";"apply sanction";"V N";"apply#20 sanctions#91"
"canada-france relations#unknown";"1";"1";"1";"canada-france relation";"G N";"canada-france#1 relations#83"
"budget austerity#unknown";"1";"1";"1";"budget austerity";"N N";"budget#373 austerity#228"
"the turnout#unknown";"1";"1";"1";"the turnout";"D N";"the#22058 turnout#22"
"resolution fund#unknown";"1";"1";"1";"resolution fund";"N N";"resolution#64 fund#137"
"continued belt-tightening#unknown";"1";"1";"1";"continued belt-tightening";"G N";"continued#34 belt-tightening#5"
"anne fairweather#unknown";"1";"1";"1";"Anne Fairweather";"R R";"anne#3 fairweather#1"
"last-ditch challenges#unknown";"1";"1";"1";"last-ditch challenge";"G N";"last-ditch#2 challenges#39"
"the endorsement#unknown";"1";"1";"1";"the endorsement";"D N";"the#22058 endorsement#6"
"government finances#unknown";"1";"1";"1";"government finance";"N N";"government#863 finances#20"
"the obligation#unknown";"1";"1";"1";"the obligation";"D N";"the#22058 obligation#5"
"business executives#unknown";"1";"1";"1";"business executive";"N N";"business#146 executives#6"
"has policies#unknown";"1";"1";"1";"have policy";"V N";"has#1697 policies#92"
"the government#unknown";"0";"3";"217";"the government";"D N";"the#22058 government#863"
"the agreement#unknown";"0";"2";"53";"the agreement";"D N";"the#22058 agreement#200"
"the situation#unknown";"0";"2";"39";"the situation";"D N";"the#22058 situation#101"
"a deal#unknown";"0";"2";"74";"a deal";"D N";"a#7846 deal#366"
"to resolve#unknown";"0";"2";"20";"to resolve";"P V";"to#10910 resolve#30"
"the man#unknown";"0";"2";"6";"the man";"D N";"the#22058 man#81"
"angela merkel#unknown";"0";"2";"320";"Angela Merkel";"R R";"angela#332 merkel#917"
"to ban#unknown";"0";"1";"4";"to ban";"P V";"to#10910 ban#63"
"the text#unknown";"0";"1";"8";"the text";"D N";"the#22058 text#30"
"greek citizens#unknown";"0";"1";"5";"greek citizen";"G N";"greek#231 citizens#96"
"other areas#unknown";"0";"1";"2";"other area";"G N";"other#481 areas#64"
"current spending#unknown";"0";"1";"2";"current spending";"G N";"current#83 spending#201"
"to transport#unknown";"0";"1";"2";"to transport";"P V";"to#10910 transport#18"
"the eu#unknown";"0";"1";"539";"the EU";"D R";"the#22058 eu#1147"
"the idea#unknown";"0";"1";"44";"the idea";"D N";"the#22058 idea#69"
"these things#unknown";"0";"1";"8";"these thing";"D N";"these#175 things#78"
"the road#unknown";"0";"1";"9";"the road";"D N";"the#22058 road#27"
"the security#unknown";"0";"1";"23";"the security";"D N";"the#22058 security#239"
"dominate europe#unknown";"0";"1";"4";"dominate Europe";"V R";"dominate#11 europe#879"
"lucas papademos#unknown";"0";"1";"5";"lucas Papademos";"N R";"lucas#7 papademos#8"
"the goal#unknown";"0";"1";"6";"the goal";"D N";"the#22058 goal#26"
"the fund#unknown";"0";"1";"11";"the fund";"D N";"the#22058 fund#137"
"al qaeda#unknown";"0";"1";"20";"al Qaeda";"G R";"al#59 qaeda#20"
"the toll#unknown";"0";"1";"2";"the toll";"D N";"the#22058 toll#10"
"it 's#unknown";"0";"1";"203";"it have";"Q V";"it#2302 's#3527"
"a solution#unknown";"0";"1";"13";"a solution";"D N";"a#7846 solution#62"
"the world#unknown";"0";"1";"234";"the world";"D N";"the#22058 world#416"
"eu ministers#unknown";"0";"1";"3";"EU minister";"R N";"eu#1147 ministers#143"
"mario monti#unknown";"0";"1";"19";"Mario Monti";"R R";"mario#34 monti#40"
"mr assad#unknown";"0";"1";"10";"Mr Assad";"R R";"mr#706 assad#147"
"free trade#unknown";"0";"1";"35";"free trade";"G N";"free#109 trade#224"
"a project#unknown";"0";"1";"3";"a project";"D N";"a#7846 project#48"
"first step#unknown";"0";"1";"11";"1 step";"G N";"first#437 step#83"
"the police#unknown";"0";"1";"17";"the police";"D N";"the#22058 police#148"
"the explanation#unknown";"0";"1";"3";"the explanation";"D N";"the#22058 explanation#15"
"those responsible#unknown";"0";"1";"9";"those responsible";"D G";"those#233 responsible#58"
"der spiegel#unknown";"0";"1";"33";"Der Spiegel";"R R";"der#51 spiegel#40"
"the measures#unknown";"0";"1";"9";"the measure";"D N";"the#22058 measures#156"
"his supporters#unknown";"0";"1";"7";"his supporter";"Q N";"his#1222 supporters#60"
"targeting them#unknown";"0";"1";"2";"target them";"V Q";"targeting#18 them#227"
"international experts#unknown";"0";"1";"2";"international expert";"G N";"international#310 experts#30"
"as such#unknown";"0";"1";"3";"as such";"A G";"as#2059 such#243"
"reforming welfare#unknown";"0";"1";"3";"reforming welfare";"N N";"reforming#4 welfare#33"
"industrial location#unknown";"0";"1";"2";"industrial location";"G N";"industrial#29 location#6"
"the crisis#unknown";"0";"1";"75";"the crisis";"D N";"the#22058 crisis#409"
"in private#unknown";"0";"1";"5";"in private";"P G";"in#7630 private#53"
"trade unions#unknown";"0";"1";"19";"trade union";"N N";"trade#224 unions#34"
"economic power#unknown";"0";"1";"4";"economic power";"G N";"economic#364 power#149"
"the program#unknown";"0";"1";"12";"the program";"D N";"the#22058 program#60"
"british isolationism#unknown";"0";"1";"2";"british isolationism";"G N";"british#494 isolationism#2"
"his resignation#unknown";"0";"1";"3";"his resignation";"Q N";"his#1222 resignation#12"
"those comments#unknown";"0";"1";"3";"those comment";"D N";"those#233 comments#101"
"the vow#unknown";"0";"1";"2";"the vow";"D N";"the#22058 vow#4"
"the future#unknown";"0";"1";"71";"the future";"D N";"the#22058 future#190"
"a relaxation#unknown";"0";"1";"4";"a relaxation";"D N";"a#7846 relaxation#6"
"the solution#unknown";"0";"1";"5";"the solution";"D N";"the#22058 solution#62"
"intelligence reports#unknown";"0";"1";"4";"intelligence report";"N N";"intelligence#223 reports#101"
"a compromise#unknown";"0";"1";"11";"a compromise";"D N";"a#7846 compromise#38"
"market liberalisation#unknown";"0";"1";"2";"market liberalisation";"N N";"market#127 liberalisation#3"
"china-eu ties#unknown";"0";"1";"2";"China-EU tie";"R N";"china-eu#4 ties#65"
"efficient mechanism#unknown";"0";"1";"2";"efficient mechanism";"G N";"efficient#5 mechanism#42"
"the odds#unknown";"0";"1";"2";"the odds";"D N";"the#22058 odds#7"
"merkel 's#unknown";"0";"1";"168";"Merkel 's";"R O";"merkel#917 's#3527"
"the vote#unknown";"0";"1";"79";"the vote";"D N";"the#22058 vote#280"
"the outcome#unknown";"0";"1";"27";"the outcome";"D N";"the#22058 outcome#44"
"the need#unknown";"0";"1";"40";"the need";"D N";"the#22058 need#224"
"energy prices#unknown";"0";"1";"2";"energy price";"N N";"energy#77 prices#37"
"the dykes#unknown";"0";"1";"2";"the dyke";"D N";"the#22058 dykes#5"
"financial meltdown#unknown";"0";"1";"3";"financial meltdown";"G N";"financial#245 meltdown#9"
"in-out referendum#unknown";"0";"1";"21";"in-out referendum";"G N";"in-out#32 referendum#216"
"news reports#unknown";"0";"1";"3";"news report";"N V";"news#337 reports#101"
"the deal#unknown";"0";"1";"73";"the deal";"D N";"the#22058 deal#366"
"that statement#unknown";"0";"1";"2";"that statement";"D N";"that#4149 statement#148"
"between friends#unknown";"0";"1";"3";"between friend";"P N";"between#436 friends#42"
"a majority#unknown";"0";"1";"44";"a majority";"D N";"a#7846 majority#104"
"to limit#unknown";"0";"1";"8";"to limit";"P V";"to#10910 limit#28"
"david cameron#unknown";"0";"1";"339";"David Cameron";"R R";"david#424 cameron#975"
"our ideas#unknown";"0";"1";"2";"our idea";"Q N";"our#505 ideas#17"
"the economy#unknown";"0";"1";"66";"the economy";"D N";"the#22058 economy#284"
"team gb#unknown";"0";"1";"10";"Team GB";"R R";"team#52 gb#15"
"european integration#unknown";"0";"1";"14";"european integration";"G N";"european#1239 integration#50"
"eu spending#unknown";"0";"1";"16";"EU spending";"R N";"eu#1147 spending#201"
"assad 's#unknown";"0";"1";"45";"Assad 's";"R O";"assad#147 's#3527"
"to cut#unknown";"0";"1";"35";"to cut";"P V";"to#10910 cut#131"
"such ideas#unknown";"0";"1";"3";"such idea";"G N";"such#243 ideas#17"
"the response#unknown";"0";"1";"8";"the response";"D N";"the#22058 response#83"
"an eu#unknown";"0";"1";"35";"a EU";"D R";"an#1187 eu#1147"
"the drawbridge#unknown";"0";"1";"2";"the drawbridge";"D N";"the#22058 drawbridge#2"
"islamist rebels#unknown";"0";"1";"3";"islamist rebel";"G N";"islamist#27 rebels#96"
"the document#unknown";"0";"1";"11";"the document";"D N";"the#22058 document#34"
"the pledge#unknown";"0";"1";"3";"the pledge";"D N";"the#22058 pledge#47"
"the bail-out#unknown";"0";"1";"3";"the bail-out";"D N";"the#22058 bail-out#19"
"economic growth#unknown";"0";"1";"31";"economic growth";"G N";"economic#364 growth#234"
"the plan#unknown";"0";"1";"13";"the plan";"D N";"the#22058 plan#136"
"frontline politics#unknown";"0";"1";"3";"frontline politics";"N N";"frontline#6 politics#87"
"the market#unknown";"0";"1";"17";"the market";"D N";"the#22058 market#127"
"the event#unknown";"0";"1";"15";"the event";"D N";"the#22058 event#40"
"a looser arrangement#unknown";"1";"2";"2";"a looser arrangement";"D G N";"a#7846 looser#4 arrangement#5"
"things over here#unknown";"1";"1";"1";"thing over here";"N O A";"things#78 over#671 here#117"
"make nice speeches#unknown";"1";"1";"1";"make nice speech";"V G N";"make#271 nice#18 speeches#7"
"commitments of aid#unknown";"1";"1";"1";"commitment of aid";"N P N";"commitments#55 of#8878 aid#131"
"half as many#unknown";"1";"1";"1";"half as many";"D A G";"half#59 as#2059 many#291"
"support of uk#unknown";"1";"1";"1";"support of UK";"N P R";"support#324 of#8878 uk#447"
"greek political leaderships#unknown";"1";"1";"1";"Greek political leadership";"R G N";"greek#231 political#362 leaderships#1"
"continued british rule#unknown";"1";"1";"1";"continued british rule";"G G N";"continued#34 british#494 rule#55"
"a 19-year-old man#unknown";"1";"1";"1";"a 19-year-old man";"D G N";"a#7846 19-year-old#1 man#81"
"with the offer#unknown";"1";"1";"1";"with the offer";"P D N";"with#2287 the#22058 offer#61"
"by the embargo#unknown";"1";"1";"1";"by the embargo";"P D N";"by#1829 the#22058 embargo#27"
"the german stance#unknown";"1";"1";"1";"the german stance";"D G N";"the#22058 german#655 stance#41"
"mep claude moraes#unknown";"1";"1";"1";"MEP Claude Moraes";"R R R";"mep#7 claude#5 moraes#3"
"the long-term problem#unknown";"1";"1";"1";"the long-term problem";"D G N";"the#22058 long-term#31 problem#71"
"the greek budget#unknown";"1";"1";"1";"the greek budget";"D G N";"the#22058 greek#231 budget#373"
"forming an alliance#unknown";"1";"1";"1";"form a alliance";"V D N";"forming#7 an#1187 alliance#33"
"the left party#unknown";"1";"1";"1";"the Left Party";"D R R";"the#22058 left#166 party#543"
"his fellow citizens#unknown";"1";"1";"1";"his fellow citizen";"Q G N";"his#1222 fellow#25 citizens#96"
"postwar peace accord#unknown";"1";"1";"1";"postwar peace accord";"G N N";"postwar#5 peace#98 accord#14"
"providing a site#unknown";"1";"1";"1";"provide a site";"V D N";"providing#22 a#7846 site#60"
"considering tougher sanctions#unknown";"1";"1";"1";"consider tougher sanction";"V G N";"considering#25 tougher#10 sanctions#91"
"a broad coalition#unknown";"1";"1";"1";"a broad coalition";"D G N";"a#7846 broad#16 coalition#236"
"state of affairs#unknown";"1";"1";"1";"state of affair";"N P N";"state#276 of#8878 affairs#63"
"a un probe#unknown";"1";"1";"1";"a UN probe";"D R N";"a#7846 un#116 probe#9"
"the widespread snooping#unknown";"1";"1";"1";"the widespread snooping";"D G N";"the#22058 widespread#22 snooping#21"
"such a party#unknown";"1";"1";"1";"such a party";"D D N";"such#243 a#7846 party#543"
"camerons referendum announcement#unknown";"1";"1";"1";"Camerons referendum announcement";"R N N";"camerons#3 referendum#216 announcement#30"
"a german proposal#unknown";"1";"1";"1";"a german proposal";"D G N";"a#7846 german#655 proposal#43"
"its democratic choice#unknown";"1";"1";"1";"its democratic choice";"Q G N";"its#986 democratic#79 choice#41"
"100 percent sure#unknown";"1";"1";"1";"100 percent sure";"O G G";"100#59 percent#246 sure#44"
"assad 's fall#unknown";"1";"1";"1";"Assad 's fall";"R O N";"assad#147 's#3527 fall#50"
"several hundred people#unknown";"1";"1";"1";"several hundred person";"G O N";"several#97 hundred#10 people#607"
"over civil rights#unknown";"1";"1";"1";"over civil right";"P G N";"over#671 civil#79 rights#139"
"the socialist win#unknown";"1";"1";"1";"the Socialist win";"D R N";"the#22058 socialist#80 win#107"
"by the report#unknown";"1";"1";"1";"by the report";"P D N";"by#1829 the#22058 report#112"
"paying their taxes#unknown";"1";"1";"1";"pay their tax";"V Q N";"paying#21 their#749 taxes#43"
"the glass ceiling#unknown";"1";"1";"1";"the glass ceiling";"D N N";"the#22058 glass#8 ceiling#12"
"see financial reality#unknown";"1";"1";"1";"see financial reality";"V G N";"see#184 financial#245 reality#24"
"to store data#unknown";"1";"1";"1";"to store data";"P N O";"to#10910 store#21 data#90"
"taking french nationality#unknown";"1";"1";"1";"take french nationality";"V G N";"taking#105 french#387 nationality#7"
"the sensitive talks#unknown";"1";"1";"1";"the sensitive talk";"D G N";"the#22058 sensitive#18 talks#308"
"confirming his retirement#unknown";"1";"1";"1";"confirm his retirement";"V Q N";"confirming#2 his#1222 retirement#11"
"making the deal#unknown";"1";"1";"1";"make the deal";"V D N";"making#107 the#22058 deal#366"
"the fiscal plan#unknown";"1";"1";"1";"the fiscal plan";"D G N";"the#22058 fiscal#98 plan#136"
"tensions with putin#unknown";"1";"1";"1";"tension with Putin";"N P R";"tensions#44 with#2287 putin#104"
"russia 's plan#unknown";"1";"1";"1";"Russia 's plan";"R O N";"russia#191 's#3527 plan#136"
"by our supplier#unknown";"1";"1";"1";"by our supplier";"P Q N";"by#1829 our#505 supplier#7"
"a wealth tax#unknown";"1";"1";"1";"a wealth tax";"D N N";"a#7846 wealth#16 tax#177"
"she will go#unknown";"1";"1";"1";"she will go";"Q O V";"she#540 will#1490 go#186"
"the french offensive#unknown";"1";"1";"1";"the french offensive";"D G N";"the#22058 french#387 offensive#21"
"european policy matters#unknown";"1";"1";"1";"european policy matter";"G N N";"european#1239 policy#197 matters#24"
"its final adoption#unknown";"1";"1";"1";"its final adoption";"Q G N";"its#986 final#74 adoption#4"
"go directly banks#unknown";"1";"1";"1";"go directly bank";"V A N";"go#186 directly#28 banks#234"
"a third election#unknown";"1";"1";"1";"a 3 election";"D G N";"a#7846 third#83 election#348"
"the impending deal#unknown";"1";"1";"1";"the impending deal";"D G N";"the#22058 impending#9 deal#366"
"cover the event#unknown";"1";"1";"1";"cover the event";"V D N";"cover#15 the#22058 event#40"
"ecb intervention rumors#unknown";"1";"1";"1";"ECB intervention rumor";"R N N";"ecb#76 intervention#41 rumors#2"
"provide decisive leadership#unknown";"1";"1";"1";"provide decisive leadership";"V G N";"provide#62 decisive#25 leadership#41"
"their own club#unknown";"1";"1";"1";"their own club";"Q G N";"their#749 own#209 club#35"
"spanish bank aid#unknown";"1";"1";"1";"spanish bank aid";"G N N";"spanish#65 bank#296 aid#131"
"putin 's policies#unknown";"1";"1";"1";"putin 's policy";"N O N";"putin#104 's#3527 policies#92"
"russia 's hopes#unknown";"1";"1";"1";"Russia 's hope";"R O N";"russia#191 's#3527 hopes#55"
"the fresh figures#unknown";"1";"1";"1";"the fresh figure";"D G N";"the#22058 fresh#48 figures#61"
"relations with merkel#unknown";"1";"1";"1";"relation with Merkel";"N P R";"relations#83 with#2287 merkel#917"
"french military efforts#unknown";"1";"1";"1";"french military effort";"G G N";"french#387 military#252 efforts#93"
"syria 's decision#unknown";"1";"1";"1";"Syria 's decision";"R O N";"syria#324 's#3527 decision#136"
"financial services centre#unknown";"1";"1";"1";"financial service centre";"G N N";"financial#245 services#84 centre#52"
"us snooping activities#unknown";"1";"1";"1";"US snoop activity";"R V N";"us#682 snooping#21 activities#25"
"five american hostages#unknown";"1";"1";"1";"five american hostage";"O G N";"five#83 american#63 hostages#43"
